pract_resp.keys,pract_resp.corr,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,practice.ran,cue_file,flanker,pos,correct,fix1,cue_time,stimStart,participant,date,expName,psychopyVersion,OS,frameRate,pract_resp.rt,key_resp_6.keys,key_resp_6.rt,key_resp_7.keys,key_resp_7.rt,response.keys,response.corr,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,postFix,response.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran
e,1,0,21,21,0,1,ANT_images/none.png,ANT_images/cong_l.png,-0.25,e,0.1,0,0.5,team,2020-08-17_15h30.16.281,ANT,2020.1.3,MacIntel,60,1.049,,,,,,,,,,,,,,,,,,,,,,,
e,1,0,22,22,12,1,ANT_images/double.png,ANT_images/incong_l.png,-0.25,e,1.5,0.1,2,team,2020-08-17_15h30.16.281,ANT,2020.1.3,MacIntel,60,0.916,,,,,,,,,,,,,,,,,,,,,,,
i,1,0,23,23,1,1,ANT_images/none.png,ANT_images/incong_r.png,0.25,i,0.1,0,0.5,team,2020-08-17_15h30.16.281,ANT,2020.1.3,MacIntel,60,0.702,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,ANT_images/down.png,ANT_images/incong_r.png,-0.25,i,1,0.1,1.5,team,2020-08-17_15h30.16.281,ANT,2020.1.3,MacIntel,60,,space,1.81,space,5.007,,0,0,0,0,47,1,0.7,,,,,,,,,,,
,,,,,,,ANT_images/double.png,ANT_images/incong_l.png,-0.25,e,1.5,0.1,2,team,2020-08-17_15h30.16.281,ANT,2020.1.3,MacIntel,60,,,,,,,0,0,1,1,34,1,0.2,,,,,,,,,,,
,,,,,,,ANT_images/down.png,ANT_images/incong_l.png,-0.25,e,1.3,0.1,1.8,team,2020-08-17_15h30.16.281,ANT,2020.1.3,MacIntel,60,,,,,,,0,0,2,2,46,1,0.4,,,,,,,,,,,
,,,,,,,ANT_images/down.png,ANT_images/cong_l.png,-0.25,e,1.2,0.1,1.7,team,2020-08-17_15h30.16.281,ANT,2020.1.3,MacIntel,60,,,,,,,0,0,3,3,44,1,0.5,,,,,,,,,,,
,,,,,,,ANT_images/double.png,ANT_images/incong_l.png,0.25,e,1,0.1,1.5,team,2020-08-17_15h30.16.281,ANT,2020.1.3,MacIntel,60,,,,,,,0,0,4,4,28,1,0.7,,,,,,,,,,,
,,,,,,,ANT_images/up.png,ANT_images/cong_r.png,0.25,i,1.4,0.1,1.9,team,2020-08-17_15h30.16.281,ANT,2020.1.3,MacIntel,60,,,,,,,0,0,5,5,39,1,0.3,,,,,,,,,,,
,,,,,,,ANT_images/none.png,ANT_images/incong_r.png,-0.25,i,0.1,0,0.5,team,2020-08-17_15h30.16.281,ANT,2020.1.3,MacIntel,60,,,,,,i,1,0,6,6,11,1,1.6,1.526,,,,,,,,,,
