pract_resp.keys,pract_resp.corr,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,practice.ran,cue_file,flanker,pos,correct,fix1,cue_time,stimStart,participant,date,expName,psychopyVersion,OS,frameRate,pract_resp.rt,key_resp_6.keys,key_resp_6.rt,key_resp_7.keys,key_resp_7.rt,response.keys,response.corr,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,postFix,response.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran
,,,,,,,ANT_images/center.png,ANT_images/incong_l.png,0.25,e,0.5,0.1,1,work,2020-07-18_12h18.19.952,ANT,2020.1.3,Win32,60,,,,,,,0,1,20,68,16,1,1.2,,,,,,,,,,,
,,,,,,,ANT_images/none.png,ANT_images/neu_r.png,-0.25,i,0.1,0,0.5,work,2020-07-18_12h18.19.952,ANT,2020.1.3,Win32,60,,,,,,i,1,1,21,69,7,1,1.6,1.087095,,,,,,,,,,
,,,,,,,ANT_images/up.png,ANT_images/incong_r.png,0.25,i,0.9,0.1,1.4,work,2020-07-18_12h18.19.952,ANT,2020.1.3,Win32,60,,,,,,,0,1,22,70,41,1,0.8,,,,,,,,,,,
,,,,,,,ANT_images/double.png,ANT_images/incong_l.png,0.25,e,1,0.1,1.5,work,2020-07-18_12h18.19.952,ANT,2020.1.3,Win32,60,,,,,,,0,1,23,71,28,1,0.7,,,,,,,,,,,
,,,,,,,ANT_images/none.png,ANT_images/cong_r.png,0.25,i,0.1,0,0.5,work,2020-07-18_12h18.19.952,ANT,2020.1.3,Win32,60,,,,,,i,1,1,24,72,3,1,1.6,1.143885,,,,,,,,,,
,,,,,,,ANT_images/double.png,ANT_images/incong_r.png,0.25,i,0.9,0.1,1.4,work,2020-07-18_12h18.19.952,ANT,2020.1.3,Win32,60,,,,,,,0,1,25,73,29,1,0.8,,,,,,,,,,,
,,,,,,,ANT_images/up.png,ANT_images/incong_l.png,0.25,e,0.5,0.1,1,work,2020-07-18_12h18.19.952,ANT,2020.1.3,Win32,60,,,,,,e,1,1,26,74,40,1,1.2,1.46032,,,,,,,,,,
,,,,,,,ANT_images/center.png,ANT_images/cong_r.png,-0.25,i,1.6,0.1,2.1,work,2020-07-18_12h18.19.952,ANT,2020.1.3,Win32,60,,,,,,,0,1,27,75,21,1,0.1,,,,,,,,,,,
,,,,,,,ANT_images/center.png,ANT_images/cong_r.png,0.25,i,1.4,0.1,1.9,work,2020-07-18_12h18.19.952,ANT,2020.1.3,Win32,60,,,,,,,0,1,28,76,15,1,0.3,,,,,,,,,,,
,,,,,,,ANT_images/center.png,ANT_images/incong_r.png,0.25,i,0.4,0.1,0.9,work,2020-07-18_12h18.19.952,ANT,2020.1.3,Win32,60,,,,,,i,1,1,29,77,17,1,1.3,1.246445,,,,,,,,,,
,,,,,,,ANT_images/down.png,ANT_images/neu_r.png,-0.25,i,0.6,0.1,1.1,work,2020-07-18_12h18.19.952,ANT,2020.1.3,Win32,60,,,,,,,0,1,30,78,43,1,1.1,,,,,,,,,,,
